eta,Gamma,G_eff,P_wrap
0.8843575418994413,1.3407821229050279,0.48562557667176537,4.582545418747362e-07
0.9145251396648044,1.3407821229050279,0.520606165120332,1.0974698017106968e-07
0.9446927374301676,1.3407821229050279,0.5610173767875547,2.1164288733255375e-08
0.9748603351955307,1.3407821229050279,0.6082302677172086,3.112010045556126e-09
0.1,1.5083798882681563,0.14950551816286614,0.34674429280030683
0.13016759776536313,1.5083798882681563,0.1532541474682963,0.27708822689452295
0.16033519553072625,1.5083798882681563,0.15719559402963368,0.2218258409849614
0.19050279329608938,1.5083798882681563,0.16134512739003787,0.17729491506083594
0.22067039106145253,1.5083798882681563,0.16571967310337446,0.14113370027132502
0.2508379888268156,1.5083798882681563,0.1703380434874699,0.11168560211632747
0.2810055865921788,1.5083798882681563,0.17522120806806982,0.08771776954375049
0.31117318435754193,1.5083798882681563,0.1803926119134018,0.06827206195064173
0.34134078212290503,1.5083798882681563,0.18587855205418857,0.052579431875381485
0.3715083798882681,1.5083798882681563,0.19170862474204503,0.04000765489134247
0.4016759776536313,1.5083798882681563,0.19791625960277082,0.03002788498406668
0.43184357541899443,1.5083798882681563,0.2045393610395915,0.022192438451309058
0.4620111731843576,1.5083798882681563,0.2116210828793893,0.016119564164681525
0.4921787709497206,1.5083798882681563,0.21921076971278777,0.011482696689879123
0.5223463687150838,1.5083798882681563,0.22736510833356197,0.008002641588926334
0.5525139664804469,1.5083798882681563,0.236149546098894,0.005441690279925279
0.5826815642458101,1.5083798882681563,0.2456400513005861,0.0035989916824321335
0.6128491620111731,1.5083798882681563,0.25592531579029787,0.0023067161476552508
0.6430167597765363,1.5083798882681563,0.2671095351477374,0.0014266864074018108
0.6731843575418994,1.5083798882681563,0.2793159511403843,0.0008472502170044796
0.7033519553072626,1.5083798882681563,0.29269141199901344,0.00048024721647509913
0.7335195530726256,1.5083798882681563,0.3074123088459057,0.00025798800359771
0.7636871508379888,1.5083798882681563,0.32369239842846104,0.0001302212145666913
0.7938547486033519,1.5083798882681563,0.3417932505325034,6.111549020128195e-05
0.8240223463687151,1.5083798882681563,0.36203840833369744,2.6325500257105972e-05
